ID,county,謝長廷,馬英九,,
6400200-013,高雄市鼓山區民強里,1785,1683,,
6400200-014,高雄市鼓山區厚生里,1683,1267,,
6400200-015,高雄市鼓山區龍子里,1267,1318,,
6400200-016,高雄市鼓山區龍水里,1318,1598,,
6400200-017,高雄市鼓山區明誠里,1598,1758,,
6400200-018,高雄市鼓山區華豐里,1758,1755,,
6400200-019,高雄市鼓山區裕興里,1755,1593,,
6400200-020,高雄市鼓山區裕豐里,1593,1746,,
6400200-021,高雄市鼓山區鼓岩里,1746,1524,,
6400200-022,高雄市鼓山區樹德里,1524,1213,,
6400200-023,高雄市鼓山區寶樹里,1213,1382,,
6400200-024,高雄市鼓山區興宗里,1382,3104,,
6400200-025,高雄市鼓山區光化里,3104,2976,,
6400200-026,高雄市鼓山區山下里,2976,1264,,
6400200-027,高雄市鼓山區河邊里,1264,1230,,
6400200-028,高雄市鼓山區綠川里,1230,1757,,
6400200-029,高雄市鼓山區登山里,1757,2240,,
6400200-030,高雄市鼓山區峰南里,2240,982,,
6400200-031,高雄市鼓山區麗興里,982,910,,
6400200-032,高雄市鼓山區新民里,910,1142,,
6400200-033,高雄市鼓山區延平里,1142,985,,
6400200-034,高雄市鼓山區維生里,985,1523,,
6400200-035,高雄市鼓山區惠安里,1523,1556,,
6400200-036,高雄市鼓山區壽山里,1556,1181,,
6400200-037,高雄市鼓山區哨船頭里,1181,849,,
6400200-038,高雄市鼓山區桃源里,849,1285,,
6400100-001,高雄市鹽埕區藍橋里,1285,1318,,
6400100-002,高雄市鹽埕區慈愛里,1318,1113,,
6400100-003,高雄市鹽埕區博愛里,1113,1007,,
6400100-004,高雄市鹽埕區壽星里,1007,1774,,
6400100-005,高雄市鹽埕區中山里,1774,1635,,
6400100-006,高雄市鹽埕區教仁里,1635,2164,,
6400100-007,高雄市鹽埕區新樂里,2164,1915,,
6400100-008,高雄市鹽埕區中原里,1915,2585,,
6400100-009,高雄市鹽埕區光明里,2585,2404,,
6400100-010,高雄市鹽埕區育仁里,2404,1960,,
6400100-011,高雄市鹽埕區河濱里,1960,1798,,
6400100-012,高雄市鹽埕區沙地里,1798,1811,,
6400100-013,高雄市鹽埕區南端里,1811,2066,,
6400100-014,高雄市鹽埕區港都里,2066,1541,,
6400100-015,高雄市鹽埕區江西里,1541,1304,,
6400100-016,高雄市鹽埕區新豐里,1304,736,,
6400100-017,高雄市鹽埕區府北里,736,1177,,
6400100-018,高雄市鹽埕區陸橋里,1177,348,,
6400100-019,高雄市鹽埕區瀨南里,348,1606,,
6400100-020,高雄市鹽埕區新化里,1606,659,,
6400100-021,高雄市鹽埕區江南里,659,1113,,
6401000-001,高雄市旗津區旗下里,1113,866,,
6401000-002,高雄市旗津區永安里,866,2177,,
6401000-003,高雄市旗津區振興里,2177,958,,
6401000-004,高雄市旗津區慈愛里,958,2062,,
6401000-005,高雄市旗津區復興里,2062,1353,,
6401000-006,高雄市旗津區中華里,1353,2457,,
6401000-007,高雄市旗津區實踐里,2457,1179,,
6401000-008,高雄市旗津區北汕里,1179,2321,,
6401000-009,高雄市旗津區南汕里,2321,756,,
6401000-010,高雄市旗津區上竹里,756,1464,,
6401000-011,高雄市旗津區中洲里,1464,1268,,
6401000-012,高雄市旗津區安順里,1268,2352,,
6401000-013,高雄市旗津區中興里,2352,1067,,
6400500-082,高雄市三民區川東里,1067,1901,,
6400500-079,高雄市三民區德西里,1901,1645,,
6400500-083,高雄市三民區裕民里,1645,2408,,
6400500-084,高雄市三民區力行里,2408,1264,,
6400500-081,高雄市三民區豐裕里,1264,2170,,
6400500-088,高雄市三民區千秋里,2170,863,,
6400500-087,高雄市三民區千北里,863,1600,,
6400500-086,高雄市三民區立德里,1600,1529,,
6400500-085,高雄市三民區千歲里,1529,2922,,
6400500-077,高雄市三民區鳳南里,2922,866,,
6400500-076,高雄市三民區興德里,866,1525,,
6400500-078,高雄市三民區鳳北里,1525,787,,
6400500-065,高雄市三民區德北里,787,1277,,
6400500-063,高雄市三民區十全里,1277,490,,
6400500-064,高雄市三民區十美里,490,1295,,
6400500-062,高雄市三民區安邦里,1295,683,,
6400500-060,高雄市三民區安宜里,683,1521,,
6400500-061,高雄市三民區安泰里,1521,1857,,
6400500-059,高雄市三民區民享里,1857,3767,,
6400500-058,高雄市三民區精華里,3767,1261,,
6400500-057,高雄市三民區德行里,1261,2666,,
6400500-056,高雄市三民區德東里,2666,1410,,
6400500-066,高雄市三民區立誠里,1410,3904,,
6400500-067,高雄市三民區立業里,3904,239,,
6400500-055,高雄市三民區安生里,239,535,,
6400500-047,高雄市三民區安和里,535,893,,
6400500-046,高雄市三民區安東里,893,1509,,
6400500-049,高雄市三民區達明里,1509,593,,
6400500-048,高雄市三民區達德里,593,1286,,
6400500-050,高雄市三民區達仁里,1286,801,,
6400500-051,高雄市三民區達勇里,801,1364,,
6400500-053,高雄市三民區德智里,1364,1045,,
6400500-054,高雄市三民區德仁里,1045,1894,,
6400500-052,高雄市三民區同德里,1894,1113,,
6400500-075,高雄市三民區建東里,1113,1694,,
6400500-070,高雄市三民區港西里,1694,744,,
6400500-074,高雄市三民區長明里,744,2070,,
6400500-068,高雄市三民區港東里,2070,1139,,
#N/A,高雄市三民區港北里,1139,2114,高雄市,
6400500-069,高雄市三民區港新里,2114,1578,,
6400500-072,高雄市三民區博愛里,1578,3123,,
6400500-073,高雄市三民區博惠里,3123,1807,,
6400500-001,高雄市三民區鼎金里,1807,3198,,
6400500-002,高雄市三民區鼎盛里,3198,1238,,
6400500-003,高雄市三民區鼎強里,1238,2134,,
6400500-004,高雄市三民區鼎力里,2134,807,,
6400500-005,高雄市三民區鼎西里,807,1333,,
6400500-006,高雄市三民區鼎中里,1333,778,,
6400500-007,高雄市三民區鼎泰里,778,1604,,
6400500-008,高雄市三民區本館里,1604,1827,,
6400500-009,高雄市三民區本和里,1827,2513,,
6400500-010,高雄市三民區本文里,2513,1787,,
6400500-011,高雄市三民區本武里,1787,2050,,
6400500-012,高雄市三民區本元里,2050,1714,,
6400500-013,高雄市三民區本安里,1714,1894,,
6400500-014,高雄市三民區本上里,1894,1726,,
6400500-015,高雄市三民區本揚里,1726,1715,,
6400500-016,高雄市三民區寶獅里,1715,1115,,
6400500-017,高雄市三民區寶德里,1115,1327,,
6400500-018,高雄市三民區寶泰里,1327,1273,,
6400500-019,高雄市三民區寶興里,1273,1621,,
6400500-020,高雄市三民區寶中里,1621,1512,,
6400500-021,高雄市三民區寶華里,1512,1570,,
6400500-022,高雄市三民區寶國里,1570,1817,,
6400500-023,高雄市三民區寶民里,1817,1688,,
6400500-024,高雄市三民區寶慶里,1688,2490,,
6400500-025,高雄市三民區寶業里,2490,3020,,
6400500-026,高雄市三民區寶盛里,3020,1671,,
6400500-027,高雄市三民區寶安里,1671,2025,,
6400500-028,高雄市三民區寶龍里,2025,1253,,
6400500-029,高雄市三民區寶珠里,1253,1747,,
6400500-030,高雄市三民區寶玉里,1747,2662,,
6400500-031,高雄市三民區灣子里,2662,2598,,
6400500-032,高雄市三民區灣愛里,2598,1509,,
6400500-033,高雄市三民區灣中里,1509,1559,,
6400500-034,高雄市三民區灣華里,1559,2417,,
6400500-035,高雄市三民區灣勝里,2417,2354,,
6400500-036,高雄市三民區灣利里,2354,2247,,
6400500-037,高雄市三民區灣復里,2247,2313,,
6400500-038,高雄市三民區正興里,2313,1224,,
6400500-039,高雄市三民區正順里,1224,1603,,
6400500-040,高雄市三民區灣興里,1603,1142,,
6400500-041,高雄市三民區灣成里,1142,1409,,
6400500-042,高雄市三民區安康里,1409,1524,,
6400500-043,高雄市三民區安寧里,1524,2027,,
6400500-044,高雄市三民區安吉里,2027,1489,,
6400500-045,高雄市三民區安發里,1489,1533,,
6400700-001,高雄市前金區三川里,1533,1652,,
6400700-002,高雄市前金區草江里,1652,1954,,
6400700-003,高雄市前金區長城里,1954,1491,,
6400700-004,高雄市前金區北金里,1491,1742,,
6400700-005,高雄市前金區東金里,1742,1109,,
6400700-006,高雄市前金區新生里,1109,1015,,
6400700-007,高雄市前金區後金里,1015,919,,
6400700-008,高雄市前金區長興里,919,1068,,
6400700-009,高雄市前金區青山里,1068,1233,,
6400700-010,高雄市前金區民生里,1233,1348,,
6400700-011,高雄市前金區復元里,1348,1976,,
6400700-012,高雄市前金區林投里,1976,2137,,
6400700-013,高雄市前金區國民里,2137,1464,,
6400700-014,高雄市前金區社東里,1464,1677,,
6400700-015,高雄市前金區社西里,1677,1041,,
6400700-016,高雄市前金區博孝里,1041,2157,,
6400700-017,高雄市前金區長生里,2157,836,,
6400700-018,高雄市前金區榮復里,836,2625,,
6400700-019,高雄市前金區文西里,2625,375,,
6400700-020,高雄市前金區文東里,375,2193,,
6400600-001,高雄市新興區浩然里,2193,1084,,
6400600-002,高雄市新興區振成里,1084,4959,,
6400600-003,高雄市新興區德生里,4959,1288,,
6400600-004,高雄市新興區振華里,1288,2897,,
6400600-005,高雄市新興區正氣里,2897,690,,
6400600-006,高雄市新興區德政里,690,1945,,
6400600-007,高雄市新興區仁聲里,1945,611,,
6400600-008,高雄市新興區德望里,611,1526,,
6400600-009,高雄市新興區華聲里,1526,1122,,
6400600-010,高雄市新興區蕉園里,1122,2557,,
6400600-011,高雄市新興區永寧里,2557,1112,,
6400600-012,高雄市新興區玉衡里,1112,2068,,
6400600-013,高雄市新興區順昌里,2068,1252,,
6400600-014,高雄市新興區文昌里,1252,3015,,
6400600-015,高雄市新興區光耀里,3015,1864,,
6400600-016,高雄市新興區興昌里,1864,3080,,
6400600-017,高雄市新興區開平里,3080,1104,,
6400600-018,高雄市新興區成功里,1104,2344,,
6400600-019,高雄市新興區新江里,2344,941,,
6400600-020,高雄市新興區黎明里,941,3342,,
6400600-021,高雄市新興區愛平里,3342,1547,,
6400600-022,高雄市新興區南港里,1547,2800,,
6400600-023,高雄市新興區中東里,2800,857,,
6400600-024,高雄市新興區明莊里,857,1259,,
6400600-025,高雄市新興區大明里,1259,1067,,
6400600-026,高雄市新興區秋山里,1067,1781,,
6400600-027,高雄市新興區長驛里,1781,1694,,
6400600-028,高雄市新興區建興里,1694,3313,,
6400600-029,高雄市新興區建華里,3313,1147,,
6400600-030,高雄市新興區漢民里,1147,2680,,
6400600-031,高雄市新興區榮治里,2680,985,,
6400600-032,高雄市新興區東坡里,985,1822,,
6400800-001,高雄市苓雅區博仁里,1822,900,,
6400800-002,高雄市苓雅區苓洲里,900,1768,,
6400800-003,高雄市苓雅區苓昇里,1768,1445,,
6400800-004,高雄市苓雅區苓中里,1445,2851,,
6400800-005,高雄市苓雅區苓雅里,2851,1250,,
6400800-006,高雄市苓雅區苓東里,1250,2453,,
6400800-007,高雄市苓雅區城北里,2453,1065,,
6400800-008,高雄市苓雅區城西里,1065,2403,,
6400800-009,高雄市苓雅區城東里,2403,1176,,
6400800-010,高雄市苓雅區意誠里,1176,2463,,
6400800-011,高雄市苓雅區鼓中里,2463,725,,
6400800-012,高雄市苓雅區田西里,725,1493,,
6400800-013,高雄市苓雅區人和里,1493,737,,
6400800-014,高雄市苓雅區仁政里,737,1647,,
6400800-015,高雄市苓雅區廣澤里,1647,852,,
6400800-016,高雄市苓雅區美田里,852,2344,,
6400800-017,高雄市苓雅區華堂里,2344,1065,,
6400800-018,高雄市苓雅區日中里,1065,2257,,
6400800-019,高雄市苓雅區普照里,2257,1267,,
6400800-020,高雄市苓雅區和煦里,1267,2956,,
6400800-021,高雄市苓雅區晴朗里,2956,913,,
6400800-022,高雄市苓雅區普天里,913,3343,,
6400800-023,高雄市苓雅區林富里,3343,724,,
6400800-024,高雄市苓雅區林圍里,724,1571,,
6400800-025,高雄市苓雅區林安里,1571,1083,,
6400800-026,高雄市苓雅區光華里,1083,2149,,
6400800-027,高雄市苓雅區林興里,2149,1160,,
6400800-028,高雄市苓雅區林華里,1160,2937,,
6400800-029,高雄市苓雅區林西里,2937,1069,,
6400800-030,高雄市苓雅區林中里,1069,2317,,
6400800-031,高雄市苓雅區林泉里,2317,1049,,
6400800-032,高雄市苓雅區林南里,1049,2571,,
6400800-033,高雄市苓雅區中正里,2571,1700,,
6400800-034,高雄市苓雅區尚義里,1700,2271,,
6400800-035,高雄市苓雅區同慶里,2271,1279,,
6400800-036,高雄市苓雅區凱旋里,1279,2418,,
6400800-037,高雄市苓雅區安祥里,2418,984,,
6400800-038,高雄市苓雅區奏捷里,984,1835,,
6400800-039,高雄市苓雅區福壽里,1835,826,,
6400800-040,高雄市苓雅區福南里,826,2114,,
6400800-041,高雄市苓雅區五權里,2114,874,,
6400800-042,高雄市苓雅區民主里,874,2035,,
6400800-043,高雄市苓雅區林德里,2035,1099,,
6400800-044,高雄市苓雅區林貴里,1099,2907,,
6400800-045,高雄市苓雅區林榮里,2907,778,,
6400800-046,高雄市苓雅區英明里,778,4034,,
6400800-047,高雄市苓雅區林靖里,4034,643,,
6400800-048,高雄市苓雅區朝陽里,643,1695,,
6400800-049,高雄市苓雅區福隆里,1695,336,,
6400800-050,高雄市苓雅區福祥里,336,1012,,
6400800-051,高雄市苓雅區福海里,1012,1761,,
6400800-052,高雄市苓雅區福康里,1761,3904,,
6400800-053,高雄市苓雅區福人里,3904,870,,
6400800-054,高雄市苓雅區福地里,870,1822,,
6400800-055,高雄市苓雅區福居里,1822,1653,,
6400800-056,高雄市苓雅區福東里,1653,3540,,
6400800-057,高雄市苓雅區福西里,3540,1301,,
6400800-058,高雄市苓雅區永康里,1301,2827,,
6400800-059,高雄市苓雅區正文里,2827,1237,,
6400800-060,高雄市苓雅區正言里,1237,2413,,
6400800-061,高雄市苓雅區正大里,2413,1611,,
6400800-062,高雄市苓雅區五福里,1611,3590,,
6400800-063,高雄市苓雅區正心里,3590,820,,
6400800-064,高雄市苓雅區正道里,820,2183,,
6400800-065,高雄市苓雅區正義里,2183,994,,
6400800-066,高雄市苓雅區正仁里,994,2238,,
6400800-067,高雄市苓雅區文昌里,2238,1256,,
6400800-068,高雄市苓雅區建軍里,1256,2594,,
6400800-069,高雄市苓雅區衛武里,2594,1332,,
6400900-039,高雄市前鎮區復國里,1332,2515,,
6400900-045,高雄市前鎮區竹中里,2515,954,,
6400900-043,高雄市前鎮區竹北里,954,2181,,
6400900-037,高雄市前鎮區興東里,2181,1316,,
6400900-044,高雄市前鎮區竹西里,1316,2531,,
6400900-041,高雄市前鎮區竹東里,2531,894,,
6400900-040,高雄市前鎮區竹內里,894,1935,,
6400900-042,高雄市前鎮區竹南里,1935,1466,,
6400900-001,高雄市前鎮區草衙里,1466,2713,,
6400900-002,高雄市前鎮區明孝里,2713,1706,,
6400900-003,高雄市前鎮區明正里,1706,3310,,
6400900-004,高雄市前鎮區明義里,3310,612,,
6400900-005,高雄市前鎮區仁愛里,612,1669,,
6400900-006,高雄市前鎮區德昌里,1669,1470,,
6400900-007,高雄市前鎮區平等里,1470,2276,,
6400900-008,高雄市前鎮區平昌里,2276,1099,,
6400900-009,高雄市前鎮區明禮里,1099,3466,,
6400900-010,高雄市前鎮區信義里,3466,983,,
6400900-011,高雄市前鎮區信德里,983,2223,,
6400900-012,高雄市前鎮區明道里,2223,1302,,
6400900-013,高雄市前鎮區興化里,1302,3024,,
6400900-014,高雄市前鎮區興仁里,3024,887,,
6400900-015,高雄市前鎮區前鎮里,887,2123,,
6400900-016,高雄市前鎮區鎮東里,2123,1074,,
6400900-017,高雄市前鎮區鎮榮里,1074,2759,,
6400900-018,高雄市前鎮區鎮昌里,2759,924,,
6400900-019,高雄市前鎮區鎮海里,924,2199,,
6400900-020,高雄市前鎮區鎮陽里,2199,1004,,
6400900-021,高雄市前鎮區興邦里,1004,2108,,
6400900-022,高雄市前鎮區鎮中里,2108,1334,,
6400900-023,高雄市前鎮區鎮北里,1334,3598,,
6400900-024,高雄市前鎮區忠純里,3598,1146,,
6400900-025,高雄市前鎮區忠誠里,1146,2399,,
6400900-028,高雄市前鎮區西山里,2399,349,,
6400900-029,高雄市前鎮區民權里,349,996,,
6400900-030,高雄市前鎮區建隆里,996,824,,
6400900-031,高雄市前鎮區振興里,824,2258,,
6400900-032,高雄市前鎮區良和里,2258,1517,,
6400900-033,高雄市前鎮區西甲里,1517,4559,,
6400900-034,高雄市前鎮區盛興里,4559,576,,
6400900-035,高雄市前鎮區盛豐里,576,1452,,
6400900-036,高雄市前鎮區興中里,1452,1211,,
6400900-038,高雄市前鎮區忠孝里,1211,3741,,
6400900-046,高雄市前鎮區瑞竹里,3741,1100,,
6400900-047,高雄市前鎮區瑞南里,1100,2912,,
6400900-048,高雄市前鎮區瑞豐里,2912,761,,
6400900-049,高雄市前鎮區瑞祥里,761,2913,,
6400900-050,高雄市前鎮區瑞東里,2913,1006,,
6400900-051,高雄市前鎮區瑞和里,1006,3159,,
6400900-052,高雄市前鎮區瑞平里,3159,1175,,
6400900-053,高雄市前鎮區瑞隆里,1175,2743,,
6400900-054,高雄市前鎮區瑞北里,2743,1068,,
6400900-055,高雄市前鎮區瑞西里,1068,3697,,
6400900-056,高雄市前鎮區瑞崗里,3697,623,,
6400900-057,高雄市前鎮區瑞興里,623,1804,,
6400900-058,高雄市前鎮區瑞誠里,1804,963,,
6400900-059,高雄市前鎮區瑞文里,963,3371,,
6400900-060,高雄市前鎮區瑞華里,3371,991,,
6400900-061,高雄市前鎮區瑞昌里,991,3407,,
6401100-001,高雄市小港區小港里,3407,1356,,
6401100-002,高雄市小港區港口里,1356,3565,,
6401100-003,高雄市小港區港正里,3565,785,,
6401100-004,高雄市小港區港墘里,785,1996,,
6401100-005,高雄市小港區港明里,1996,1166,,
